"em","country","fuel","units","X1970","X1971","X1972","X1973","X1974","X1975","X1976","X1977","X1978","X1979","X1980","X1981","X1982","X1983","X1984","X1985","X1986","X1987","X1988","X1989","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X2015","X2016","X2017","X2018","X2019","X2020","X2021","X2022","X2023"
"CH4","sur","light_oil","ktCH4",0.00378959697056255,0.00425572343428284,0.00412680867819543,0.00542655691474737,0.00396931085551279,0.00728062359097516,0.00767682222811385,0.00737384648920256,0.00976966871099299,0.00828845035608814,0.0126165505079578,0.0134323492142262,0.0137483679677576,0.0103315045056945,0.0134952977126872,0.0135923579610985,0.0157817145984811,0.0165234865515419,0.0181548281593232,0.0196766078687889,0.0327726298141047,0.0390595996663905,0.040345820699743,0.0413039135969894,0.0414302655453782,0.0405728016144,0.0387883759854252,0.0419792610623673,0.0424270735542307,0.0420680452142597,0.063241322904004,0.0609124719228672,0.0723065844429818,0.07438993792107,0.0790731954099681,0.0801916115676662,0.0780009010128522,0.0726287175548609,0.0795572067679868,0.0894986093955772,0.091704861011115,0.0881742713309398,0.0928413984146415,0.0984796251616582,0.0953505258174528,0.0947284291666509,0.129745513694603,0.101033631818643,0.0795599581797696,0.100654595827292,0.0799996188183701,0.0947854931924493,0.0932461914959691,0.0917365172294364
"CH4","sur","natural_gas","ktCH4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CH4","sur","process","ktCH4",18.6498956681692,19.0845095672058,18.377340385815,20.658859862713,20.1471556745332,20.9515520576692,21.1436069611352,22.257874929179,23.9554975912841,25.5937180658318,27.7944075679658,29.491354591961,30.219808807604,30.5589900789083,30.7532467954119,30.5799499098192,31.4034488751143,31.0703527452318,31.7407548830729,32.7552389787593,27.8786467917168,30.1061152882901,34.2488276364881,30.909202757197,32.2008118673754,33.4341521880136,33.8594109555402,31.0338431566215,31.5274866857696,33.0894264006483,29.7322634236234,31.3409732256321,25.560027169874,28.9167767077311,28.2537663417939,27.2919302161528,27.8535783655284,28.1573787876608,29.6062494757209,33.0899274116946,33.1975914645118,34.2298665017846,32.742770311809,34.1563917142559,34.9474034893318,34.2922861663862,34.9460763175096,34.1093559836559,33.3041246408055,34.5462795217149,33.9351334309341,33.7300168149415,33.0825229113756,33.1425148217601
"CH4","svk","biomass","ktCH4",6.21573026760571,6.49734583673628,6.78747561636547,7.06302363627442,7.32557414252407,7.57150908787135,7.79574458984128,7.99341847350699,8.16990944860432,8.32354671021064,8.4517481878786,8.47609053338681,8.43653813971999,8.38363817221858,8.32053374099635,8.24634081857962,8.15890950895671,8.06759538916164,7.96937037134502,7.86503735446766,7.76118108000625,7.64975821252439,5.45502931873396,5.45687257196448,5.43345041808067,5.36708940941503,5.39311858800516,5.41343646997928,5.4240233883093,5.42637828263756,5.43207010329247,5.38352539893267,5.30899994234353,5.26313903709986,5.21955248974305,5.17152570118618,5.10473535140477,5.05736968161761,5.01813226681614,5.00006020232716,4.96553750220857,4.91920161755568,4.85051831957698,4.75518059674212,4.72134658380502,4.67636614093524,4.5604026465125,4.47245896369615,4.36455126138071,4.25581444274296,4.1448371944641,3.94609987110251,3.73702919145187,3.55234558353372
"CH4","svk","brown_coal","ktCH4",0.580411211718443,0.587755191083685,0.587755191083685,0.587755191083685,0.587755191083685,0.587755191083685,0.587755191083685,0.587755191083685,0.614282477651222,0.614282477651222,1.58961073605308,1.46009938348584,1.57721244049914,1.54053620962346,1.61783129410385,1.55524498349969,1.31395557616559,1.46043386650185,1.58296636565936,1.33557343640555,1.45388121382811,1.13882431446963,0.862903882052543,0.826237891193551,0.537621583623926,0.489652515528427,0.493880883884121,0.338611394402725,0.242074869211258,0.270245007667154,0.192105011793837,0.155240239283544,0.362498175716052,0.165423365014975,0.241150775499276,0.10546220788066,0.118976777558814,0.097936639656826,0.11608848980195,0.0881290399046221,0.0812865121215642,0.0698056857618028,0.0639116945260459,0.0346767605553471,0.0358125222648358,0.0371225870783839,0.0418781000696207,0.0427537900210221,0.0296689622989621,0.0269174279614302,0.0215266708565301,0.0228023376008356,0.0276081937281013,0.0256082460185412
"CH4","svk","coal_coke","ktCH4",0.0533144330660237,0.0434817516941993,0.0463648940086866,0.0570883572295028,0.0507385633658261,0.060172176753195,0.0487983862510556,0.0429745447719165,0.0426369213346421,0.0420176877775154,0.0295007099783889,0.0274898750647943,0.025820242768882,0.0217816174123755,0.0522515805269954,0.0526385510357982,0.0491354880268081,0.0546713887169024,0.062154290287661,0.0792581146893799,0.133433572581034,0.0915206666306624,0.0887095863221169,0.0297676013852693,0.0327621634434577,0.026574251615848,0.0326023276656906,0.0342436610295559,0.0211724799892171,0.0229126015324914,0.0255113405714762,0.0227472903451326,0.00966534445399434,0.0177868263658339,0.0195337976387888,0.00642034983372107,0.00679718703384024,0.0078876627334777,0.0119524506288548,0.0318213082167969,0.00777797777025554,0.0343544504143891,0.0077026770283412,0.00618283100343444,0.0048889594246342,0.0115608935453293,0.00379681752024283,0.00408895714034199,0.0031950585651072,0.0106571348116029,0.0109718135444007,0.00297326981146341,0.00800168657703789,0.00757956328128116
"CH4","svk","diesel_oil","ktCH4",0.246615106327674,0.303175599554028,0.312188282374665,0.348570932968604,0.357251696477849,0.284866535761134,0.287418847299561,0.279311594813648,0.314903253252203,0.338763297612682,0.273354632124599,0.281933137399464,0.24984760266043,0.250890701152193,0.239397961043048,0.240937178074172,0.240428344181551,0.24660144851476,0.251921084290695,0.248485300210536,0.354060306203468,0.275534357952519,0.256027676795744,0.217071666518699,0.229072320623031,0.267610324893609,0.253295003481109,0.260975970845243,0.270693283687466,0.270501511940459,0.264002862348394,0.260120096082442,0.30380904460347,0.255580920835537,0.263544608721271,0.300924935479453,0.298621529252531,0.313832704010554,0.318452990743465,0.262489845479506,0.304143667692775,0.283500239812771,0.264848855008571,0.250894161305102,0.239059415079788,0.218219826139481,0.244287408473777,0.290052926217711,0.293141206694908,0.29473767126676,0.271295484081642,0.277947704210999,0.282432307901572,0.267777758265988
"CH4","svk","hard_coal","ktCH4",0.110354557693286,0.119008279766685,0.143059937291955,0.125371725622805,0.118399188122292,0.115634897080318,0.105474954695411,0.0872722071390197,0.119754004730686,0.103870504309707,0.11684522814737,0.126013790821814,0.137480023721232,0.141429794142805,0.134038324788909,0.132389722477437,0.122405623974908,0.118263840562274,0.148274613868099,0.309093917469719,0.192039798756889,0.127287641005861,0.0555172107882692,0.0879416397570861,0.0831857565756469,0.0657419462979312,0.0260231660723531,0.0425522955120823,0.0852526687433305,0.0284614744213072,0.0280704894407397,0.0467895139508846,0.015542048931935,0.0189004179334793,0.0282592104031475,0.0232978240778549,0.0343714946219648,0.062191135783091,0.0863516971641889,0.134664217219232,0.1022869570659,0.0875114987133929,0.0527478288490527,0.0755656081043214,0.0508707471979732,0.0389608416542238,0.0348060027589467,0.0401801329903213,0.0458857078390955,0.0467415455118542,0.0433419190224843,0.0558490438867956,0.0352700852674384,0.0329449267272903
"CH4","svk","heavy_oil","ktCH4",0.0489338725253258,0.0636945331132756,0.0615978531848236,0.0694936746517155,0.0686272736180488,0.0754623950482249,0.0804976860368479,0.0813683745711835,0.0832107718084082,0.0876344722937532,0.101797194331183,0.0944055943024397,0.0779208536987516,0.079557664759512,0.0744008303125915,0.0738479130063966,0.0689778963168249,0.0654711549763568,0.0600465283129532,0.0557859343302508,0.0500195496746621,0.0355951109445355,0.0334448692327836,0.0062398115986487,0.00969419074390844,0.00349957594691995,0.00341672957357495,0.00969232158456192,0.00691817568516175,0.00321464521520654,0.0020948547704777,0.00529655201883297,0.00544718659143146,0.00521804203369574,0.00587837295335806,0.0055985904457973,0.00628922687557748,0.00417005187026704,0.00407799806257505,0.00497870044284013,0.0044916712843342,0.0045398052618933,0.00605363915743812,0.00451242266767625,0.0046073270509277,0.00532554070136753,0.00580351842969349,0.00502277842625506,0.00434055115682286,0.00411010771110513,0.00396091065722426,0.00379239228536086,0.0042764446582906,0.00401302438258535
"CH4","svk","light_oil","ktCH4",0.872133527018346,1.04757903477216,1.127722223603,1.21466011891556,1.10537879549762,1.14409365861381,1.14445968822457,1.23534057087312,1.25618137409465,1.29330182051195,1.38095622270604,1.41963763176953,1.32788608847473,0.791286905901855,0.863295565990717,0.837621809063179,0.893533271936947,0.929516068389443,1.01111262837899,1.00180621100327,0.970418959197319,0.86941006271045,0.987256052220189,0.925839099516218,1.09763708073927,1.15140384809264,1.00163045101345,1.3097063828503,1.21936741995566,1.21495326827534,1.08697317496135,1.03566987329714,1.12707551226284,0.953587170235524,0.800341657842269,0.7567144688414,0.682253220560363,0.673558980467536,0.6755049745307,0.599324952031549,0.558874365982225,0.513854826974952,0.471092435687304,0.443837329191937,0.410141658542651,0.392843572990661,0.371946161279098,0.345832334355841,0.297457973977255,0.26266764146986,0.224295985609591,0.214743162911884,0.208656914479327,0.200437686068325
"CH4","svk","natural_gas","ktCH4",4.45110569825354,5.74475638409578,6.20482672682243,6.76828660135169,8.22681696056777,9.35771913051151,10.3207696771546,11.7631881981657,13.1206288753547,16.3039620976684,15.6166664519849,16.1992222582857,16.891918539569,17.3509482358736,19.6877787930299,20.2097086422697,21.6351423578369,22.8350951575045,22.503623906074,25.4298121078242,29.8079213101471,23.7532608621778,25.1412884981523,24.3721713891643,23.2423185124916,25.8624319011034,27.3523802389925,28.772890037877,30.556830997401,31.4205169539887,32.1247203637808,28.2826855163148,25.5104458778661,25.8814405910912,23.5086214038718,27.1997259647673,26.267763392687,23.7386742189196,24.9654368774879,22.6921201449339,26.8531828586085,21.1332936186325,21.855981775062,23.7024711782487,19.853344603962,20.6829915525199,21.1392746750597,22.901398724309,21.9020617940313,21.3811563162584,21.2695378252225,24.2197340375493,21.8957131834499,20.866860042275
"CH4","svk","process","ktCH4",411.238098339981,413.898312400832,408.974700547216,386.786918570874,367.025835703919,363.154020851783,355.109841493794,349.921228417514,345.959213117312,340.968583640203,334.474814229153,336.265144298731,342.928006790879,347.343337483203,350.373814261785,350.073613244009,347.123085644174,347.955858161378,350.060573718739,349.210934393594,349.592732200448,315.853576954418,281.384655996924,271.752113628435,273.093449804519,270.043782299639,271.595139619835,257.527051774144,256.089323222318,263.151214684078,249.077206251609,244.837630479316,239.530238193707,235.426258757577,234.012199297073,232.226802049279,232.476011569824,232.997734406412,231.431857159665,226.149286375636,215.921120723579,214.001198674097,201.068949692025,197.028286471933,190.0838118394,191.835709252474,193.483499543146,194.151501882205,186.402989004891,180.566493440833,180.773794516515,183.315985498911,178.225706963853,178.128559388448
"CH4","svn","biomass","ktCH4",0.830173552047771,0.823215315950861,0.815321565553263,0.807755264345099,0.800242713677481,0.792630116003912,0.78478165671109,0.77680248991256,0.768728565996314,0.760737882320256,0.75285241144298,0.748755968605009,0.755587876496331,0.76236368461424,0.768649810468674,0.77410650701724,0.778693145446809,0.78240332097588,0.784978977093625,0.786195134894644,0.867943487749558,0.864381946910917,0.861899363194739,0.840679864984699,0.82318499304249,0.810629344620637,0.805998896351072,0.802285997020318,0.799755707881308,0.791797105428916,0.733089950433169,0.724765636833797,0.716762134300561,0.710554742995161,0.703696493334284,0.700114169704766,0.690142063095533,0.682544215518105,0.685237289710804,0.675264241734061,0.671190179909023,0.660360607697273,0.647315947501031,0.637673563463097,0.630365141287701,0.619708896280366,0.605356503194056,0.592839130607005,0.578392924256204,0.565565800491418,0.549805555033511,0.523059668613815,0.510621504462064,0.48576127214613
"CH4","svn","brown_coal","ktCH4",0.00472650749592364,0.00203714601023309,0.00196831001869454,0.00211185196800902,0.00212878650580877,0.990190797647117,0.933951788644725,1.12172458992092,0.866983332413875,0.752926256562102,0.00204091711276754,0.01869485255115,0.0194088868459576,0.00867138784446947,0.00957756673151994,0.00954734843681658,0.00986054155610322,0.00931131060472328,0.0213038233721503,0.0243682420398293,0.288828441163644,0.358659851925865,0.281136248494826,0.204610514979546,0.155384393284123,0.111885723529879,0.0799706990335026,0.0442241938802401,0.0360331577544692,0.0326116882429651,0.0148375348087001,0.0157920346910844,0.0258978883382834,0.020846788104036,0.0145963534480739,0.016284346650693,0.0180404391909502,0.0168763793093106,0.0247973446464156,0.0167148004668102,0.0166701659435686,0.0183531978326514,0.0170762659002981,0.0163248220378223,0.014703363350474,0.0162216973556356,0.0165911844839204,0.015520558421206,0.0151001769199706,0.0135382911758927,0.011954000716578,0.01118287154381,0.00842000138904155,0.00795452267165266
